"","Mean","Std.dev","Skewness","Kurtosis"
"1",119.816819155455,18.887058361182,0.0655086899158192,3.15549464730289
"2",152.67140652,9.86259733879199,0.00827781046134707,3.01311606707102
"3",99.0190298180952,19.2983024110226,0.117714903750814,3.22078006792782
"4",159.825572414286,9.93966366538391,0.0124869207873694,3.04370752514452
"5",117.805653176667,12.7609041403603,0.029871094524614,2.97078936741598
"6",107.241915041429,12.6739607472303,-0.00254404940287238,3.05011536014979
"7",66.9189403477778,11.4221262994102,-0.00385797035801211,3.02830735356819
"8",91.9386738419048,15.1501416799003,0.16647667852041,3.26371109908832
"9",83.77543904,9.61489909259493,-0.0396394121705423,3.04748379686259
"10",86.2814898994,16.1588815445319,0.0809492659734742,3.16484800720371
